Año,Meses,ID Kiosco VD,Departamento,Municipio,Edad,Grupo étnico,Nivel de estudios,Género,Estrato,Habita en sector,Ocupacion,Situación Particular,Nota Final Examen,Curso,Certificado ,Fecha Inscripción,Fecha Certificado
2016,Abril,Ciudadano,La Guajira,Maicao,De 26 a 45,Ninguno,Profesional,Masculino,1,Urbano,Docente,Ninguna de las anteriores,90,"Internet: Buscadores, Correo Electrónico y Descargas",SI,26/04/2016,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,11/08/2017 11:50:44 a. m.,No ha sido descargado
2016,Julio,Ciudadano,Córdoba,Tierralta,De 18 a 25,Ninguno,Técnico,Femenino,1,Urbano,Estudiante,Ninguna de las anteriores,80,Apropiación Social de las TIC,SI,10/07/2016,"miércoles, 5 de julio de 2017, 19:47"
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 46 a 59,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Mujeres y TIC,NO,05/05/2016,No ha sido descargado
2016,Octubre,Gestor KVD,Córdoba,Sahagún,De 26 a 45,Afrodescendientes,Técnico,Femenino,1,Rural,Gestor De Tic,Beneficiarios del programa de ingreso social del DPS,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,08/10/2016,No ha sido descargado
2017,Mayo,Ciudadano,Boyacá,Santa Rosa De Viterbo,De 14 a 17,Ninguno,Bachillerato completo,Femenino,2,Rural,Estudiante,Ninguna de las anteriores,90,Uso Responsable de las TIC 0 En TIC Confío,SI,11/05/2017,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,16/05/2016,No ha sido descargado
2017,Enero,Ciudadano,Tolima,Ibagué,De 18 a 25,Ninguno,Profesional,Femenino,3,Urbano,Independiente,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,30/01/2017,No ha sido descargado
2016,Julio,Ciudadano,Boyacá,Guayatá,De 26 a 45,Ninguno,Profesional,Femenino,1,Urbano,Empleado,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,13/07/2016,No ha sido descargado
2017,Junio,Ciudadano,Santander,Barrancabermeja,De 26 a 45,Ninguno,Bachillerato completo,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,15/06/2017,No ha sido descargado
2016,Junio,Ciudadano,Córdoba,Ciénaga De Oro,De 18 a 25,Indígenas,Bachillerato completo,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,80,Activismo Digital,SI,30/06/2016,"viernes, 15 de julio de 2016, 17:00"
2016,Junio,Ciudadano,Antioquia,Medellín,De 18 a 25,Ninguno,Profesional,Femenino,2,Urbano,Empleado,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",50,"Internet: Buscadores, Correo Electrónico y Descargas",NO,28/06/2016,No ha sido descargado
2016,Mayo,Ciudadano,Meta,Villavicencio,De 26 a 45,Ninguno,Profesional,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,16/05/2016,No ha sido descargado
2017,Junio,Ciudadano,Valle Del Cauca,Candelaria,De 60 en adelante,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Independiente,Ninguna de las anteriores,80,"Internet: Buscadores, Correo Electrónico y Descargas",SI,10/06/2017,No ha sido descargado
2016,Mayo,Ciudadano,Risaralda,Pereira,De 26 a 45,Ninguno,Postgrado,Masculino,4,Urbano,Docente,Ninguna de las anteriores,0,Activismo Digital,NO,12/05/2016,No ha sido descargado
2016,Octubre,Ciudadano,Cundinamarca,Chía,De 46 a 59,Ninguno,Postgrado,Femenino,3,Rural,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,28/10/2016,No ha sido descargado
2016,Mayo,Ciudadano,Boyacá,Santa Rosa De Viterbot,De 18 a 25,Ninguno,Bachillerato completo,Masculino,1,Urbano,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,19/05/2016,No ha sido descargado
2016,Octubre,Ciudadano,Cundinamarca,Sopó,De 26 a 45,Ninguno,Técnico,Femenino,2,Urbano,Gestor De Tic,Ninguna de las anteriores,80,Mujeres y TIC,SI,19/10/2016,No ha sido descargado
2017,Marzo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 60 en adelante,Ninguno,Técnico,Femenino,3,Urbano,Labores De Hogar,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,02/03/2017,No ha sido descargado
2016,Mayo,Ciudadano,Antioquia,Medellín,De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Docente,Cabeza de hogar,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,02/05/2016,No ha sido descargado
2016,Julio,Ciudadano,Norte de Santander,Cúcuta,De 26 a 45,Ninguno,Profesional,Femenino,2,Urbano,Funcionario Público,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,11/07/2016,No ha sido descargado
2016,Noviembre,Ciudadano,Tolima,Ibagué,De 26 a 45,Ninguno,Técnico,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,80,Activismo Digital,SI,17/11/2016,No ha sido descargado
2017,Mayo,Ciudadano,Antioquia,Envigado,De 26 a 45,Ninguno,Tecnólogo,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,80,Formación a Formadores en Alfabetización Digital,SI,26/05/2017,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Rural,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,23/08/2017 5:45:10 p. m.,No ha sido descargado
2017,Febrero,Ciudadano,Huila,Garzón,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,1,Urbano,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,17/02/2017,No ha sido descargado
2017,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,1,Urbano,Gestor De Tic,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,04/04/2017,No ha sido descargado
2017,Marzo,Ciudadano,Norte de Santander,Cúcuta,De 26 a 45,Ninguno,Tecnólogo,Masculino,1,Urbano,Empleado,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,20/03/2017,No ha sido descargado
2016,Noviembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 60 en adelante,Ninguno,Técnico,Femenino,3,Urbano,Docente,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,24/11/2016,No ha sido descargado
2017,Marzo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,5,Urbano,Docente,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,31/03/2017,No ha sido descargado
2017,Abril,Ciudadano,Meta,Puerto Lleras,De 18 a 25,Ninguno,Bachillerato completo,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,27/04/2017,No ha sido descargado
2017,Febrero,Ciudadano,Huila,Garzón,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,17/02/2017,No ha sido descargado
2017,Febrero,Ciudadano,Huila,Garzón,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,17/02/2017,No ha sido descargado
2017,Enero,Ciudadano,Cundinamarca,Fusagasugá,De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Docente,Ninguna de las anteriores,90,Inclusión para Personas con Discapacidad a través de las TIC,SI,16/01/2017,"miércoles, 8 de febrero de 2017, 14:38"
2016,Diciembre,Ciudadano,Chocó,Quibdó,De 18 a 25,Afrodescendientes,Profesional,Femenino,1,Urbano,Empleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,01/12/2016,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,1,Urbano,Estudiante,Ninguna de las anteriores,90,Uso Responsable de las TIC 0 En TIC Confío,SI,24/07/2016,No ha sido descargado
2016,Agosto,Ciudadano,Santander,Vélez,De 26 a 45,Ninguno,Tecnólogo,Masculino,3,Urbano,Empleado,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,30/08/2016,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,1,Urbano,Estudiante,Persona con discapacidad,0,Uso Responsable de las TIC 0 En TIC Confío,NO,21/05/2016,No ha sido descargado
2016,Mayo,Ciudadano,Santander,San Gil,De 18 a 25,Ninguno,Técnico,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,23/05/2016,No ha sido descargado
2016,Septiembre,Ciudadano,Boyacá,Duitama,De 26 a 45,Ninguno,Profesional,Femenino,1,Urbano,Docente,Ninguna de las anteriores,80,Activismo Digital,SI,14/09/2016,No ha sido descargado
2016,Septiembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Técnico,Masculino,2,Urbano,Otro,Ninguna de las anteriores,100,"Internet: Buscadores, Correo Electrónico y Descargas",SI,07/09/2016,No ha sido descargado
2016,Julio,Ciudadano,Córdoba,Montería,De 26 a 45,Ninguno,Postgrado,Femenino,4,Urbano,Docente,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,16/07/2016,No ha sido descargado
2016,Septiembre,Ciudadano,Antioquia,Medellín,De 18 a 25,Ninguno,Tecnólogo,Masculino,1,Urbano,Gestor De Tic,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,08/09/2016,No ha sido descargado
2016,Julio,Ciudadano,Valle Del Cauca,Cali,De 26 a 45,Ninguno,Profesional,Masculino,2,Urbano,Desempleado,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,16/07/2016,No ha sido descargado
2017,Marzo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Desempleado,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,13/03/2017,No ha sido descargado
2017,Febrero,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,90,Uso Responsable de las TIC 0 En TIC Confío,SI,10/02/2017,No ha sido descargado
2016,Abril,Ciudadano,Boyacá,Paipa,De 8 a 13,Ninguno,Bachillerato incompleto,Masculino,2,Rural,Estudiante,Ninguna de las anteriores,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,28/04/2016,No ha sido descargado
2017,Julio,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,100,Uso Responsable de las TIC 0 En TIC Confío,SI,05/07/2017,"sábado, 22 de julio de 2017, 13:23"
2016,Septiembre,Ciudadano,Antioquia,Medellín,De 26 a 45,Ninguno,Técnico,Femenino,3,Urbano,Gestor De Tic,Cabeza de hogar,70,Uso Responsable de las TIC 0 En TIC Confío,NO,20/09/2016,No ha sido descargado
2017,Febrero,Ciudadano,Cundinamarca,Soacha,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,10/02/2017,No ha sido descargado
2017,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Profesional,Masculino,4,Urbano,Empleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,08/05/2017,No ha sido descargado
2016,Mayo,Ciudadano,Boyacá,Tunja,De 26 a 45,Ninguno,Profesional,Masculino,2,Urbano,Independiente,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,07/05/2016,No ha sido descargado
2017,Julio,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,80,Uso Responsable de las TIC 0 En TIC Confío,SI,05/07/2017,"miércoles, 12 de julio de 2017, 21:32"
2016,Abril,Ciudadano,Antioquia,Itagûí,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Rural,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,27/04/2016,No ha sido descargado
2017,Mayo,Ciudadano,Nariño,Tumaco,De 26 a 45,Ninguno,Bachillerato completo,Masculino,1,Rural,Funcionario Público,Habita en una comunidad étnica,90,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,16/05/2017,No ha sido descargado
2016,Junio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,24/06/2016,No ha sido descargado
2016,Mayo,Ciudadano,Cauca,Popayán,De 26 a 45,Ninguno,Tecnólogo,Femenino,2,Urbano,Labores De Hogar,Ninguna de las anteriores,0,Activismo Digital,NO,09/05/2016,No ha sido descargado
2016,Abril,Ciudadano,Córdoba,Sahagún,De 26 a 45,Ninguno,Tecnólogo,Masculino,1,Urbano,Independiente,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,26/04/2016,No ha sido descargado
2017,Junio,Ciudadano,Antioquia,Envigado,De 26 a 45,Ninguno,Bachillerato completo,Femenino,2,Urbano,Funcionario público,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,29/06/2017,No ha sido descargado
2016,Agosto,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,3,Urbano,Estudiante,Ninguna de las anteriores,80,Apropiación Social de las TIC,SI,31/08/2016,No ha sido descargado
2016,Octubre,Ciudadano,Magdalena,Santa Marta,De 26 a 45,Afrodescendientes,Tecnólogo,Masculino,3,Urbano,Funcionario Público,Cabeza de hogar,0,Uso Responsable de las TIC 0 En TIC Confío,NO,14/10/2016,No ha sido descargado
2016,Julio,Ciudadano,Boyacá,Almeida,De 26 a 45,Ninguno,Bachillerato completo,Femenino,2,Urbano,Independiente,Cabeza de hogar,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,12/07/2016,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,1,Urbano,Estudiante,Ninguna de las anteriores,90,Uso Responsable de las TIC 0 En TIC Confío,SI,01/08/2017 4:13:27 p. m.,No ha sido descargado
2016,Mayo,Ciudadano,Atlántico,Barranquilla,De 18 a 25,Ninguno,Bachillerato completo,Masculino,3,Urbano,Estudiante,Ninguna de las anteriores,100,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,23/05/2016,"miércoles, 13 de julio de 2016, 14:25"
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Profesional,Femenino,2,Urbano,Docente,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,16/07/2016,"sábado, 20 de agosto de 2016, 17:06"
2017,Febrero,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Docente,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,23/02/2017,No ha sido descargado
2017,Enero,Ciudadano,Tolima,Ibagué,De 26 a 45,Ninguno,Profesional,Masculino,2,Urbano,Gestor De Tic,Ninguna de las anteriores,80,Formación a Formadores en Alfabetización Digital,SI,16/01/2017,"sábado, 25 de marzo de 2017, 23:54"
2017,Julio,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato completo,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,26/07/2017,No ha sido descargado
2016,Junio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,100,Activismo Digital,SI,23/06/2016,No ha sido descargado
2016,Mayo,Ciudadano,Atlántico,Barranquilla,De 60 en adelante,Ninguno,Técnico,Masculino,4,Urbano,Desempleado,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,02/05/2016,No ha sido descargado
2017,Agosto,Ciudadano,Arauca,Arauca,De 26 a 45,Ninguno,Tecnólogo,Femenino,2,Urbano,Funcionario público,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,17/08/2017 9:57:53 a. m.,No ha sido descargado
2017,Junio,Ciudadano,Antioquia,Medellin,De 18 a 25,Afrodescendientes,Bachillerato completo,Masculino,1,Rural,Empleado,Personas damnificadas del invierno,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,08/06/2017,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,11/08/2017 11:52:10 a. m.,No ha sido descargado
2016,Octubre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,1,Urbano,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,06/10/2016,No ha sido descargado
2016,Julio,Ciudadano,Cundinamarca,Chía,De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Otro,Cabeza de hogar,0,Apropiación Social de las TIC,NO,20/07/2016,No ha sido descargado
2017,Abril,Ciudadano,Huila,Neiva,De 26 a 45,Ninguno,Bachillerato completo,Femenino,2,Urbano,Docente,Ninguna de las anteriores,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,13/04/2017,No ha sido descargado
2017,Abril,Ciudadano,Huila,Rivera,De 26 a 45,Ninguno,Profesional,Masculino,2,Urbano,Desempleado,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,11/04/2017,No ha sido descargado
2017,Julio,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Rural,Estudiante,Ninguna de las anteriores,90,Uso Responsable de las TIC 0 En TIC Confío,SI,06/07/2017,"martes, 25 de julio de 2017, 12:58"
2017,Abril,Ciudadano,Casanare,Tauramena,De 26 a 45,Ninguno,Profesional,Masculino,2,Urbano,Gestor De Tic,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,04/04/2017,No ha sido descargado
2016,Julio,Ciudadano,Nariño,Pasto,De 26 a 45,Ninguno,Profesional,Femenino,2,Rural,Docente,Cabeza de hogar,80,Apropiación Social de las TIC,SI,16/07/2016,"miércoles, 10 de agosto de 2016, 21:46"
2016,Octubre,Ciudadano,Córdoba,Montería,De 8 a 13,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,04/10/2016,No ha sido descargado
2016,Junio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Raizales,Sabe leer y escribir,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,13/06/2016,No ha sido descargado
2016,Octubre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Tecnólogo,Masculino,3,Urbano,Estudiante,Ninguna de las anteriores,80,"Internet: Buscadores, Correo Electrónico y Descargas",SI,26/10/2016,No ha sido descargado
2017,Febrero,Ciudadano,Meta,Villavicencio,De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Otro,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,01/02/2017,No ha sido descargado
2017,Enero,Ciudadano,Boyacá,Santa Rosa De Viterbo,De 26 a 45,Ninguno,Profesional,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,25/01/2017,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Rural,Estudiante,Ninguna de las anteriores,80,Uso Responsable de las TIC 0 En TIC Confío,SI,16/08/2017 11:12:22 a. m.,"miércoles, 30 de agosto de 2017, 12:28"
2017,Agosto,Ciudadano,Huila,Pitalito,De 26 a 45,Ninguno,Profesional,Masculino,2,Urbano,Empleado,Ninguna de las anteriores,100,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,18/08/2017 3:13:08 p. m.,No ha sido descargado
2017,Junio,Ciudadano,Valle del Cauca,Buenaventura,De 26 a 45,Afrodescendientes,Profesional,Masculino,1,Rural,Docente,Ninguna de las anteriores,100,Activismo Digital,SI,22/06/2017,"lunes, 3 de julio de 2017, 07:13"
2016,Septiembre,Ciudadano,Caldas,Chinchiná,De 18 a 25,Ninguno,Técnico,Masculino,3,Urbano,Funcionario Público,Persona en situación de desplazamiento,70,Activismo Digital,NO,02/09/2016,No ha sido descargado
2016,Mayo,Ciudadano,Tolima,Ibagué,De 26 a 45,Ninguno,Tecnólogo,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,06/05/2016,No ha sido descargado
2016,Julio,Ciudadano,Antioquia,Medellín,De 18 a 25,Ninguno,Postgrado,Masculino,3,Urbano,Docente,Ninguna de las anteriores,90,Inclusión para Personas con Discapacidad a través de las TIC,SI,17/07/2016,"jueves, 15 de junio de 2017, 17:04"
2016,Abril,Ciudadano,Norte de Santander,Cúcuta,De 26 a 45,Ninguno,Profesional,Masculino,3,Urbano,Desempleado,Ninguna de las anteriores,100,Inclusión para Personas con Discapacidad a través de las TIC,SI,26/04/2016,"martes, 28 de junio de 2016, 10:23"
2017,Junio,Ciudadano,Chocó,Istmina,De 26 a 45,Afrodescendientes,Postgrado,Masculino,1,Urbano,Docente,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,22/06/2017,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 8 a 13,Ninguno,Bachillerato incompleto,Femenino,1,Rural,Estudiante,Ninguna de las anteriores,100,Uso Responsable de las TIC 0 En TIC Confío,SI,16/08/2017 11:35:26 a. m.,No ha sido descargado
2016,Agosto,Ciudadano,Córdoba,San Pelayo,De 26 a 45,Ninguno,Bachillerato completo,Masculino,2,Urbano,Empleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,13/08/2016,No ha sido descargado
2017,Julio,Ciudadano,Huila,La Plata,De 26 a 45,Ninguno,Profesional,Femenino,2,Urbano,Empleado,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,14/07/2017,No ha sido descargado
2016,Septiembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,3,Urbano,Estudiante,Cabeza de hogar,0,Uso Responsable de las TIC 0 En TIC Confío,NO,26/09/2016,No ha sido descargado
2016,Mayo,Ciudadano,Tolima,Ibagué,De 18 a 25,Ninguno,Tecnólogo,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Activismo Digital,NO,11/05/2016,No ha sido descargado
2017,Agosto,Ciudadano,Boyacá,Rondon,De 14 a 17,Ninguno,Bachillerato completo,Masculino,1,Rural,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,09/08/2017 8:13:50 a. m.,No ha sido descargado
2016,Octubre,Ciudadano,Boyacá,Dosquebradas,De 14 a 17,Ninguno,Bachillerato completo,Femenino,3,Rural,Otro,Ninguna de las anteriores,50,Mujeres y TIC,NO,27/10/2016,No ha sido descargado
2016,Septiembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Docente,Ninguna de las anteriores,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,19/09/2016,No ha sido descargado
2017,Junio,Ciudadano,Risaralda,La Virginia,De 26 a 45,Ninguno,Tecnólogo,Femenino,3,Urbano,Empleado,Cabeza de hogar,80,Inclusión para Personas con Discapacidad a través de las TIC,SI,27/06/2017,No ha sido descargado
2016,Diciembre,Ciudadano,Antioquia,Apartadó,De 26 a 45,Ninguno,Bachillerato completo,Masculino,3,Rural,Funcionario Público,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,26/12/2016,No ha sido descargado
2017,Junio,Ciudadano,Valle Del Cauca,Cali,De 26 a 45,Afrodescendientes,Tecnólogo,Femenino,2,Urbano,Empleado,Cabeza de hogar,0,Activismo Digital,NO,10/06/2017,No ha sido descargado
2016,Octubre,Ciudadano,Valle Del Cauca,El Dovio,De 18 a 25,Ninguno,Tecnólogo,Femenino,2,Urbano,Funcionario Público,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,31/10/2016,No ha sido descargado
2016,Noviembre,Ciudadano,Boyacá,Chivor,De 26 a 45,Ninguno,Bachillerato completo,Femenino,2,Urbano,Comerciante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,04/11/2016,No ha sido descargado
2017,Julio,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,1,Rural,Estudiante,Ninguna de las anteriores,80,Uso Responsable de las TIC 0 En TIC Confío,SI,05/07/2017,No ha sido descargado
2016,Octubre,Ciudadano,Nariño,La Unión,De 8 a 13,Ninguno,Bachillerato incompleto,Masculino,2,Rural,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,04/10/2016,No ha sido descargado
2016,Septiembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Profesional,Masculino,3,Urbano,Docente,Ninguna de las anteriores,0,Activismo Digital,NO,21/09/2016,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,1,Urbano,Estudiante,Persona en situación de desplazamiento,0,Uso Responsable de las TIC 0 En TIC Confío,NO,24/08/2017 10:56:47 a. m.,No ha sido descargado
2016,Septiembre,Ciudadano,Tolima,Ibagué,De 26 a 45,Ninguno,Profesional,Femenino,2,Urbano,Docente,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,09/09/2016,No ha sido descargado
