Año,Meses,ID Kiosco VD,Departamento,Municipio,Edad,Grupo étnico,Nivel de estudios,Género,Estrato,Habita en sector,Ocupacion,Situación Particular,Nota Final Examen,Curso,Certificado ,Fecha Inscripción,Fecha Certificado
2016,Junio,Ciudadano,Meta,Mapiripan,De 18 a 25,Ninguno,Bachillerato completo,Femenino,1,Urbano,Funcionario Público,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",20,Apropiación Social de las TIC,NO,28/06/2016,No ha sido descargado
2016,Julio,Ciudadano,Boyacá,Chiquinquirá,De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Empleado,Cabeza de hogar,90,Inclusión para Personas con Discapacidad a través de las TIC,SI,11/07/2016,"jueves, 14 de julio de 2016, 16:40"
2017,Febrero,Ciudadano,Caldas,Manizales,De 18 a 25,Ninguno,Técnico,Masculino,3,Urbano,Comerciante,Ninguna de las anteriores,80,"Internet: Buscadores, Correo Electrónico y Descargas",SI,17/02/2017,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Rural,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,27/05/2016,No ha sido descargado
2016,Julio,Ciudadano,Caquetá,Puerto Colombia,De 26 a 45,Ninguno,Tecnólogo,Femenino,2,Urbano,Independiente,Ninguna de las anteriores,0,Mujeres y TIC,NO,16/07/2016,No ha sido descargado
2016,Mayo,Ciudadano,Santander,Girón,De 26 a 45,Ninguno,Técnico,Masculino,1,Urbano,Estudiante,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,19/05/2016,No ha sido descargado
2016,Agosto,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Otro,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,07/08/2016,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Tecnólogo,Femenino,2,Urbano,Desempleado,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,13/07/2016,No ha sido descargado
2016,Septiembre,Ciudadano,Chocó,Quibdó,De 18 a 25,Afrodescendientes,Profesional,Femenino,1,Urbano,Otro,Habita en una comunidad étnica,90,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,20/09/2016,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Bachillerato completo,Femenino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,19/07/2016,No ha sido descargado
2016,Julio,Ciudadano,Cauca,Cali,De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Microempresario,Ninguna de las anteriores,0,Mujeres y TIC,NO,16/07/2016,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Profesional,Femenino,2,Urbano,Docente,Cabeza de hogar,0,Mujeres y TIC,NO,02/05/2016,No ha sido descargado
2017,Agosto,Ciudadano,"Bogotá, D.C.",Bogota,De 26 a 45,Afrodescendientes,Profesional,Masculino,3,Urbano,Docente,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",80,Formación a Formadores en Alfabetización Digital,SI,10/08/2017 7:57:42 a. m.,No ha sido descargado
2016,Octubre,Gestor KVD,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,19/10/2016,No ha sido descargado
2016,Abril,Ciudadano,Norte de Santander,Cúcuta,De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Empleado,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,26/04/2016,No ha sido descargado
2016,Mayo,Ciudadano,Norte de Santander,Cúcuta,De 46 a 59,Afrodescendientes,Bachillerato completo,Femenino,1,Urbano,Estudiante,Beneficiarios del programa de ingreso social del DPS,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,23/05/2016,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,50,Inclusión para Personas con Discapacidad a través de las TIC,NO,29/05/2016,No ha sido descargado
2017,Enero,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 46 a 59,Ninguno,Profesional,Masculino,4,Urbano,Empresario,Ninguna de las anteriores,100,Activismo Digital,SI,20/01/2017,"viernes, 3 de febrero de 2017, 14:51"
2016,Septiembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,08/09/2016,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Postgrado,Masculino,3,Urbano,Docente,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,21/07/2016,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 46 a 59,Ninguno,Postgrado,Femenino,3,Urbano,Otro,Ninguna de las anteriores,100,Uso Responsable de las TIC 0 En TIC Confío,SI,07/05/2016,"lunes, 13 de junio de 2016, 17:28"
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Técnico,Femenino,2,Urbano,Empleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,18/07/2016,No ha sido descargado
2016,Diciembre,Ciudadano,Cauca,Popayán,De 18 a 25,Ninguno,Técnico,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,03/12/2016,No ha sido descargado
2016,Julio,Ciudadano,Tolima,Ibagué,De 26 a 45,Ninguno,Técnico,Femenino,2,Urbano,Otro,Ninguna de las anteriores,80,"Internet: Buscadores, Correo Electrónico y Descargas",SI,07/07/2016,No ha sido descargado
2017,Marzo,Ciudadano,Nariño,Contadero,De 26 a 45,Ninguno,Profesional,Femenino,2,Urbano,Independiente,Ninguna de las anteriores,0,Activismo Digital,NO,30/03/2017,No ha sido descargado
2017,Marzo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Masculino,3,Urbano,Empleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,08/03/2017,No ha sido descargado
2016,Septiembre,Ciudadano,Córdoba,Planeta Rica,De 18 a 25,Ninguno,Profesional,Femenino,1,Urbano,Estudiante,Ninguna de las anteriores,80,Inclusión para Personas con Discapacidad a través de las TIC,SI,26/09/2016,"lunes, 3 de octubre de 2016, 14:37"
2016,Octubre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Bachillerato completo,Masculino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Activismo Digital,NO,01/10/2016,No ha sido descargado
2016,Octubre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Bachillerato completo,Masculino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Activismo Digital,NO,01/10/2016,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Técnico,Femenino,2,Rural,Docente,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,13/07/2016,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Postgrado,Femenino,4,Urbano,Docente,Ninguna de las anteriores,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,09/07/2016,No ha sido descargado
2017,Febrero,Ciudadano,Cundinamarca,Soacha,De 14 a 17,Ninguno,Técnico,Femenino,3,Urbano,Desempleado,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,03/02/2017,No ha sido descargado
2017,Enero,Ciudadano,Antioquia,Pueblorrico,De 26 a 45,Afrodescendientes,Técnico,Femenino,1,Rural,Docente,Habita en una comunidad étnica,80,Formación a Formadores en Alfabetización Digital,SI,28/01/2017,No ha sido descargado
2016,Julio,Ciudadano,Caquetá,Florencia,De 26 a 45,Afrodescendientes,Profesional,Femenino,3,Urbano,Desempleado,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,19/07/2016,No ha sido descargado
2016,Abril,Ciudadano,Boyacá,Tunja,De 46 a 59,Ninguno,Profesional,Femenino,2,Urbano,Independiente,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,27/04/2016,No ha sido descargado
2016,Agosto,Ciudadano,Huila,Pitalito,De 26 a 45,Ninguno,Técnico,Femenino,1,Urbano,Estudiante,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",0,Inclusión para Personas con Discapacidad a través de las TIC,NO,31/08/2016,No ha sido descargado
2016,Mayo,Ciudadano,Boyacá,Duitama,De 18 a 25,Ninguno,Tecnólogo,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,23/05/2016,No ha sido descargado
2016,Octubre,Gestor KVD,Antioquia,Sabaneta,De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Desempleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,06/10/2016,No ha sido descargado
2016,Septiembre,Ciudadano,Norte De Santander,Pamplona,De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Docente,Ninguna de las anteriores,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,27/09/2016,No ha sido descargado
2017,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Postgrado,Femenino,3,Urbano,Otro,Ninguna de las anteriores,0,Activismo Digital,NO,11/04/2017,No ha sido descargado
2016,Abril,Ciudadano,Cauca,Popayán,De 18 a 25,Ninguno,Tecnólogo,Masculino,1,Urbano,Empleado,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,26/04/2016,No ha sido descargado
2016,Julio,Ciudadano,Cauca,Piendamo,De 26 a 45,Afrodescendientes,Profesional,Masculino,2,Urbano,Otro,Persona en situación de desplazamiento,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,18/07/2016,No ha sido descargado
2016,Abril,Ciudadano,Cundinamarca,Soacha,De 26 a 45,Ninguno,Tecnólogo,Femenino,3,Urbano,Independiente,Cabeza de hogar,90,Mujeres y TIC,SI,26/04/2016,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Docente,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,16/07/2016,No ha sido descargado
2016,Noviembre,Ciudadano,Valle del Cauca,Cali,De 26 a 45,Ninguno,Postgrado,Masculino,4,Urbano,Docente,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,09/11/2016,No ha sido descargado
2017,Mayo,Ciudadano,Antioquia,Medellin,De 18 a 25,Ninguno,Técnico,Femenino,2,Rural,Desempleado,Cabeza de hogar,0,Mujeres y TIC,NO,06/05/2017,No ha sido descargado
2016,Agosto,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,70,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,31/08/2016,No ha sido descargado
2017,Febrero,Ciudadano,Huila,Garzón,De 14 a 17,Ninguno,Técnico,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,20/02/2017,No ha sido descargado
2016,Julio,Ciudadano,Sucre,Sincelejo,De 26 a 45,Ninguno,Profesional,Femenino,4,Urbano,Independiente,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,11/07/2016,No ha sido descargado
2016,Abril,Ciudadano,Santander,Cali,De 18 a 25,Ninguno,Profesional,Masculino,2,Urbano,Empleado,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,29/04/2016,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato completo,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,60,Formación a Formadores en Alfabetización Digital,NO,20/07/2016,No ha sido descargado
2016,Septiembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato completo,Masculino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Activismo Digital,NO,13/09/2016,No ha sido descargado
2016,Mayo,Ciudadano,Antioquia,Medellín,De 26 a 45,Ninguno,Postgrado,Femenino,4,Urbano,Docente,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,10/05/2016,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Postgrado,Masculino,2,Urbano,Desempleado,Ninguna de las anteriores,100,Uso Responsable de las TIC 0 En TIC Confío,SI,03/05/2016,No ha sido descargado
2016,Octubre,Ciudadano,Bolívar,Turbaco,De 18 a 25,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,25/10/2016,No ha sido descargado
2016,Noviembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Técnico,Femenino,3,Urbano,Otro,Cabeza de hogar,0,Uso Responsable de las TIC 0 En TIC Confío,NO,29/11/2016,No ha sido descargado
2016,Agosto,Ciudadano,Cundinamarca,Soacha,De 18 a 25,Ninguno,Bachillerato incompleto,Femenino,3,Urbano,Docente,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,29/08/2016,No ha sido descargado
2016,Julio,Ciudadano,Boyacá,Duitama,De 26 a 45,Ninguno,Tecnólogo,Femenino,2,Urbano,Empleado,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,23/07/2016,No ha sido descargado
2017,Julio,Ciudadano,Antioquia,La Estrella,De 26 a 45,Ninguno,Profesional,Femenino,2,Urbano,Gestor de TIC,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,27/07/2017,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 18 a 25,Ninguno,Bachillerato completo,Femenino,2,Urbano,Desempleado,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,06/08/2017 10:46:34 a. m.,No ha sido descargado
2016,Septiembre,Ciudadano,Valle Del Cauca,Palmira,De 26 a 45,Ninguno,Técnico,Femenino,2,Urbano,Otro,Cabeza de hogar,80,Activismo Digital,SI,20/09/2016,No ha sido descargado
2017,Agosto,Ciudadano,Antioquia,Medellin,De 60 en adelante,Ninguno,Postgrado,Femenino,5,Urbano,Otro,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,12/08/2017 5:59:20 a. m.,No ha sido descargado
2016,Julio,Ciudadano,Norte De Santander,Silos,De 26 a 45,Ninguno,Profesional,Femenino,1,Urbano,Funcionario Público,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,08/07/2016,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 46 a 59,Ninguno,Profesional,Femenino,3,Urbano,Docente,Ninguna de las anteriores,0,Mujeres y TIC,NO,26/05/2016,No ha sido descargado
2016,Mayo,Ciudadano,Meta,Villavicencio,De 26 a 45,Ninguno,Técnico,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,100,"Internet: Buscadores, Correo Electrónico y Descargas",SI,20/05/2016,No ha sido descargado
2016,Septiembre,Ciudadano,Valle Del Cauca,Cali,De 46 a 59,Ninguno,Postgrado,Masculino,4,Urbano,Docente,Ninguna de las anteriores,80,"Internet: Buscadores, Correo Electrónico y Descargas",SI,29/09/2016,No ha sido descargado
2017,Julio,Ciudadano,Meta,Acacías,De 18 a 25,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,100,Uso Responsable de las TIC 0 En TIC Confío,SI,17/07/2017,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 14 a 17,Palenqueros,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,15/08/2017 11:49:16 p. m.,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato completo,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,90,Inclusión para Personas con Discapacidad a través de las TIC,SI,26/05/2016,"sábado, 23 de julio de 2016, 17:48"
2017,Julio,Ciudadano,Antioquia,Medellin,De 46 a 59,Ninguno,Técnico,Femenino,3,Rural,Independiente,Persona con discapacidad,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,19/07/2017,No ha sido descargado
2016,Agosto,Ciudadano,Valle del Cauca,Tulua,De 26 a 45,Ninguno,Bachillerato completo,Femenino,2,Urbano,Empleado,Cabeza de hogar,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,10/08/2016,No ha sido descargado
2017,Agosto,Ciudadano,Antioquia,Medellin,De 60 en adelante,Ninguno,Postgrado,Femenino,5,Urbano,Otro,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,12/08/2017 5:59:20 a. m.,No ha sido descargado
2016,Julio,Ciudadano,Casanare,Nunchia,De 18 a 25,Ninguno,Técnico,Femenino,2,Urbano,Empleado,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,25/07/2016,No ha sido descargado
2016,Julio,Ciudadano,Sucre,Sincelejo,De 18 a 25,Ninguno,Profesional,Masculino,2,Urbano,Desempleado,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,16/07/2016,No ha sido descargado
2016,Septiembre,Ciudadano,Antioquia,Copacabana,De 18 a 25,Ninguno,Profesional,Masculino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,29/09/2016,No ha sido descargado
2017,Febrero,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Técnico,Femenino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,07/02/2017,No ha sido descargado
2017,Febrero,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Técnico,Femenino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,07/02/2017,No ha sido descargado
2017,Junio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Postgrado,Masculino,3,Urbano,Docente,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,13/06/2017,No ha sido descargado
2016,Agosto,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,3,Urbano,Docente,Ninguna de las anteriores,80,Uso Responsable de las TIC 0 En TIC Confío,SI,31/08/2016,No ha sido descargado
2017,Febrero,Ciudadano,Antioquia,Medellín,De 26 a 45,Ninguno,Técnico,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,12/02/2017,No ha sido descargado
2017,Febrero,Ciudadano,Caldas,Popayán,De 26 a 45,Ninguno,Técnico,Femenino,3,Urbano,Empleado,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,20/02/2017,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Rural,Estudiante,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,11/05/2016,No ha sido descargado
2016,Julio,Ciudadano,Boyacá,Medellín,De 26 a 45,Ninguno,Técnico,Femenino,3,Urbano,Empleado,Ninguna de las anteriores,0,Mujeres y TIC,NO,16/07/2016,No ha sido descargado
2016,Septiembre,Ciudadano,Santander,Floridablanca,De 26 a 45,Ninguno,Técnico,Masculino,2,Urbano,Empleado,Ninguna de las anteriores,80,Apropiación Social de las TIC,SI,12/09/2016,"lunes, 26 de septiembre de 2016, 10:19"
2016,Julio,Ciudadano,Nariño,Pasto,De 26 a 45,Ninguno,Profesional,Masculino,3,Urbano,Independiente,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,18/07/2016,No ha sido descargado
2016,Septiembre,Ciudadano,Meta,Villavicencio,De 26 a 45,Ninguno,Postgrado,Masculino,2,Urbano,Docente,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,29/09/2016,No ha sido descargado
2016,Junio,Ciudadano,Santander,Dosquebradas,De 26 a 45,Ninguno,Técnico,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,19/06/2016,No ha sido descargado
2017,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Técnico,Femenino,3,Urbano,Empleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,20/04/2017,No ha sido descargado
2017,Junio,Ciudadano,Cauca,Popayán,De 26 a 45,Ninguno,Profesional,Femenino,4,Urbano,Empleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,16/06/2017,No ha sido descargado
2017,Mayo,Ciudadano,Huila,Garzon,De 26 a 45,Ninguno,Profesional,Masculino,0,Urbano,Otro,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,08/05/2017,No ha sido descargado
2017,Abril,Ciudadano,Meta,Acacías,De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Docente,Ninguna de las anteriores,80,Activismo Digital,SI,18/04/2017,No ha sido descargado
2016,Mayo,Ciudadano,Cundinamarca,Villapinzón,De 18 a 25,Ninguno,Bachillerato completo,Masculino,1,Rural,Estudiante,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,23/05/2016,"miércoles, 13 de julio de 2016, 15:31"
2017,Agosto,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,11/08/2017 11:50:50 a. m.,No ha sido descargado
2017,Junio,Ciudadano,Tolima,Ibagué,De 26 a 45,Ninguno,Profesional,Femenino,4,Urbano,Docente,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,19/06/2017,No ha sido descargado
2016,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Bachillerato completo,Masculino,3,Urbano,Empleado,Ninguna de las anteriores,0,Activismo Digital,NO,26/04/2016,No ha sido descargado
2016,Agosto,Ciudadano,Vichada,Puerto Carreño,De 26 a 45,Afrodescendientes,Profesional,Masculino,1,Urbano,Empleado,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,01/08/2016,No ha sido descargado
2017,Enero,Ciudadano,Atlántico,Soledad,De 18 a 25,Ninguno,Técnico,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,90,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,11/01/2017,No ha sido descargado
2016,Octubre,Ciudadano,Córdoba,Montería,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,04/10/2016,No ha sido descargado
2016,Abril,Ciudadano,Valle Del Cauca,Cali,De 26 a 45,Afrodescendientes,Tecnólogo,Masculino,3,Urbano,Docente,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,29/04/2016,No ha sido descargado
2016,Mayo,Ciudadano,La Guajira,Barrancas,De 18 a 25,Ninguno,Profesional,Masculino,3,Urbano,Empleado,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,02/05/2016,No ha sido descargado
2017,Febrero,Ciudadano,Huila,Garzón,De 14 a 17,Ninguno,Técnico,Femenino,3,Urbano,Estudiante,Ninguna de las anteriores,60,Apropiación Social de las TIC,NO,16/02/2017,No ha sido descargado
2016,Mayo,Ciudadano,Nariño,Imues,De 26 a 45,Ninguno,Bachillerato completo,Femenino,1,Urbano,Microempresario,Cabeza de hogar,0,Apropiación Social de las TIC,NO,23/05/2016,No ha sido descargado
2016,Mayo,Ciudadano,Risaralda,Pereira,De 26 a 45,Indígenas,Técnico,Masculino,2,Urbano,Empleado,Ninguna de las anteriores,100,Apropiación Social de las TIC,SI,25/05/2016,"jueves, 9 de junio de 2016, 17:27"
2016,Octubre,Ciudadano,Nariño,La Unión,De 8 a 13,Ninguno,Bachillerato incompleto,Masculino,1,Urbano,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,04/10/2016,No ha sido descargado
2016,Agosto,Ciudadano,Antioquia,Envigado,De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Independiente,Ninguna de las anteriores,80,Activismo Digital,SI,31/08/2016,No ha sido descargado
2016,Julio,Ciudadano,Meta,Villavicencio,De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Empleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,28/07/2016,No ha sido descargado
2016,Agosto,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,1,Urbano,Estudiante,Ninguna de las anteriores,80,"Internet: Buscadores, Correo Electrónico y Descargas",SI,31/08/2016,No ha sido descargado
2016,Diciembre,Ciudadano,Chocó,Quibdó,De 26 a 45,Afrodescendientes,Bachillerato completo,Masculino,1,Urbano,Empleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,08/12/2016,No ha sido descargado
2017,Agosto,Ciudadano,Tolima,Ibague,De 46 a 59,Ninguno,Profesional,Femenino,2,Urbano,Empleado,Ninguna de las anteriores,80,Inclusión para Personas con Discapacidad a través de las TIC,SI,11/08/2017 10:41:05 p. m.,"martes, 29 de agosto de 2017, 14:11"
2016,Septiembre,Ciudadano,Antioquia,Chigorodó,De 26 a 45,Ninguno,Profesional,Masculino,1,Urbano,Desempleado,Cabeza de hogar,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,09/09/2016,No ha sido descargado
2017,Mayo,Ciudadano,Antioquia,Envigado,De 26 a 45,Ninguno,Técnico,Femenino,2,Urbano,Empleado,Cabeza de hogar,100,Uso Responsable de las TIC 0 En TIC Confío,SI,30/05/2017,No ha sido descargado
2016,Agosto,Ciudadano,Bolívar,Cartagena,De 26 a 45,Ninguno,Técnico,Masculino,4,Urbano,Empleado,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,16/08/2016,No ha sido descargado
